0, 0
0.00226757, -15000
0.00453515, -15000
0.00680272, -15000
0.00907029, -15000
0.0113379, -15000
0.0136054, -15000
0.015873, -15000
0.0181406, -15000
0.0204082, -15000
0.0226757, -15000
0.0249433, -15000
0.0272109, -15000
0.0294785, -15000
0.031746, -15000
0.0340136, -15000
0.0362812, -15000
0.0385488, -15000
0.0408163, -15000
0.0430839, -15000
0.0453515, -15000
0.047619, -15000
0.0498866, -15000
0.0521542, -15000
0.0544218, -15000
0.0566893, -15000
0.0589569, -15000
0.0612245, -15000
0.0634921, -15000
0.0657596, -15000
0.0680272, -15000
0.0702948, -15000
0.0725624, -15000
0.0748299, -15000
0.0770975, -15000
0.0793651, -15000
0.0816327, -15000
0.0839002, -15000
0.0861678, -15000
0.0884354, -15000
0.0907029, -15000
0.0929705, -15000
0.0952381, -15000
0.0975057, -15000
0.0997732, -15000
0.102041, -15000
0.104308, -15000
0.106576, -15000
0.108844, -15000
0.111111, -15000
0.113379, -15000
0.115646, -15000
0.117914, -15000
0.120181, -15000
0.122449, -15000
0.124717, -15000
0.126984, -15000
0.129252, -15000
0.131519, -15000
0.133787, -15000
0.136054, -15000
0.138322, -15000
0.14059, -15000
0.142857, -15000
0.145125, -15000
0.147392, -15000
0.14966, -15000
0.151927, -15000
0.154195, -15000
0.156463, -15000
0.15873, -15000
0.160998, -15000
0.163265, -15000
0.165533, -15000
0.1678, -15000
0.170068, -15000
0.172336, -15000
0.174603, -15000
0.176871, -15000
0.179138, -15000
0.181406, -15000
0.183673, -15000
0.185941, -15000
0.188209, -15000
0.190476, -15000
0.192744, -15000
0.195011, -15000
0.197279, -15000
0.199546, -15000
0.201814, -15000
0.204082, -15000
0.206349, -15000
0.208617, -15000
0.210884, -15000
0.213152, -15000
0.21542, -15000
0.217687, -15000
0.219955, -15000
0.222222, -15000
0.22449, -15000
0.226757, -15000
0.229025, -15000
0.231293, -15000
0.23356, -15000
0.235828, -15000
0.238095, -15000
0.240363, -15000
0.24263, -15000
0.244898, -15000
0.247166, -15000
0.249433, -15000
0.251701, -15000
0.253968, -15000
